ID,Age,UseByTime,AthleticsActivities,WaterActivities,FitnessActivities,TeamActivities,RacketActivities,CombatActivities,SpecialActivities,OtherActivities,Dropout,Active_Period,Contract_Duration,PercentageOfVisits,MonthlyValue,PercentageOfClasses,Freq_Visits_Day,Visits_ActivePeriod,Gender_Female
10025,-0.8333333333333334,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.8310502283105023,2.0,-0.7337883959044368,1.5999520038396928,-0.6023856858846919,0.0,1
10026,-0.5,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0.994535519125683,0.6917808219178082,-0.5,1.1179912237932714,2.5123590112790977,0.3250497017892645,-0.6007326007326007,0
10027,-0.25,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.9890710382513661,-0.3607305936073059,-0.5,-0.364212579229644,0.0,-0.17395626242544726,-0.6007326007326007,1
10028,-0.25,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.9890710382513661,0.9680365296803652,0.0,-0.8922476840565575,0.0,-0.3946322067594433,-0.30036630036630035,1
10029,-0.08333333333333333,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.9890710382513661,0.4269406392694064,-0.15,-0.4334470989761092,0.07055435565154787,-0.04473161033797221,-0.19780219780219785,1
10030,-0.16666666666666666,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.01639344262295082,-0.4771689497716895,0.65,0.4549000487567039,0.0,2.4821073558648115,0.8241758241758239,1
10031,-1.75,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.3242009132420091,-0.5,0.5090199902486591,2.3998080153587713,-0.3717693836978131,-0.6007326007326007,0
10032,-0.16666666666666666,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.9890710382513661,-0.410958904109589,-0.35000000000000003,-0.7284251584592881,0.0,-0.6719681908548707,-0.5018315018315017,0
10033,-1.8333333333333333,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,-0.23515981735159816,-0.5,0.476352998537299,1.7141828653707705,-0.3697813121272366,-0.6007326007326007,1
10034,4.25,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.5547945205479452,0.15,0.537786445636275,0.0,0.5457256461232605,0.20146520146520136,1
10035,-0.3333333333333333,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.3789954337899543,-0.25,-0.22818137493905408,0.0,0.5109343936381711,0.0,1
10036,-0.8333333333333334,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,3.6118721461187215,0.9499999999999998,0.48707947342759633,2.001919846412287,0.28727634194831025,0.3992673992673992,1
10037,0.4166666666666667,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.994535519125683,-0.3995433789954338,-0.10000000000000002,0.05168210628961493,0.0,1.452286282306163,-0.09890109890109892,0
10038,1.25,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2831050228310502,4.3,0.9141882008776206,2.3621310295176388,2.4005964214711732,4.402930402930402,1
