ID,Age,UseByTime,AthleticsActivities,WaterActivities,FitnessActivities,TeamActivities,RacketActivities,CombatActivities,SpecialActivities,OtherActivities,Dropout,Contract_Duration,PercentageOfVisits,PercentageOfClasses,Freq_Visits_Day,Freq_Classes_Contract,Visits_ActivePeriod,Gender_Female
21804,-0.08333333333333333,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.4908675799086758,-0.5,0.0,-0.20874751491053678,0.0,-0.6007326007326007,1
21805,0.25,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,2.541095890410959,-0.10000000000000002,0.0,-0.7077534791252486,0.0,-0.09890109890109892,0
21806,0.16666666666666666,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.01141552511415525,0.9499999999999998,2.3350131989440843,0.5437375745526839,10.277777777777779,-0.09890109890109892,0
21807,-0.3333333333333333,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.7945205479452054,-0.5,0.0,-0.6351888667992048,0.0,-0.6007326007326007,0
21808,-0.25,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.2602739726027397,0.0,0.0,0.033797216699801194,0.0,0.619047619047619,1
21809,-0.16666666666666666,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.3904109589041096,0.20000000000000004,0.0,0.389662027833002,0.0,0.20146520146520136,1
21810,-0.5,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0684931506849315,-0.5,2.099832013438925,-0.5168986083499006,1.8333333333333333,-0.6007326007326007,0
21811,0.25,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.3424657534246576,0.3999999999999999,0.0,1.4254473161033798,0.0,1.6007326007326006,0
21812,-0.08333333333333333,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.0273972602739726,-0.25,0.0,-0.20775347912524847,0.0,-0.30036630036630035,1
21813,0.16666666666666666,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-0.4680365296803653,-0.35000000000000003,0.0,-0.48707753479125254,0.0,-0.20146520146520147,0
21814,1.9166666666666667,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,-0.19863013698630136,0.09999999999999995,1.3090952723782097,-0.19184890656063616,2.5634920634920637,-0.20146520146520147,1
21815,-1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0228310502283105,2.0,0.8468922486201104,-0.18190854870775347,1.6825396825396826,-0.5018315018315017,0
21816,-0.08333333333333333,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.2968036529680365,-0.39999999999999997,0.0,-0.3349900596421471,0.0,-0.5018315018315017,1
21817,0.75,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.091324200913242,0.65,0.0,1.0944333996023858,0.0,0.3992673992673992,1
21818,-0.25,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,-0.4520547945205479,-0.10000000000000002,0.0,-0.11630218687872766,0.0,0.4175824175824174,1
21819,-1.6666666666666667,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.410958904109589,2.2,0.7384209263258938,0.6103379721669981,3.4126984126984126,2.201465201465201,1
21820,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,2.815068493150685,0.15,0.0,-0.389662027833002,0.0,0.20512820512820498,0
21821,-0.3333333333333333,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.17579908675799086,0.5499999999999999,0.0,0.539761431411531,0.0,0.619047619047619,1
21822,-0.16666666666666666,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.4726027397260274,-0.15,0.0,-0.09542743538767394,0.0,-0.19780219780219785,1
21823,0.5,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.6552511415525114,1.8499999999999999,0.0,0.7654075546719683,0.0,2.2490842490842486,0
21824,-0.4166666666666667,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,-0.11643835616438356,-0.39999999999999997,0.0,-0.5109343936381711,0.0,-0.39560439560439553,0
21825,-0.08333333333333333,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.3013698630136986,-0.35000000000000003,0.0,-0.07455268389662022,0.0,-0.39926739926739924,1
21826,-0.3333333333333333,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.4611872146118721,-0.35000000000000003,0.47996160307175423,-0.07952286282306156,1.119047619047619,-0.19413919413919414,1
21827,0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.3904109589041096,0.0,0.0,-0.7007952286282306,0.0,0.0,0
21828,0.5833333333333334,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.545662100456621,-0.050000000000000044,0.0,0.09741550695825053,0.0,0.0,1
21829,-0.3333333333333333,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.5228310502283106,-0.39999999999999997,0.0,-0.5536779324055666,0.0,-0.39560439560439553,1
21830,-1.75,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0456621004566211,2.0,2.2313414926805857,-0.003976143141153058,5.753968253968254,0.0,0
21831,-0.3333333333333333,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0958904109589041,-0.35000000000000003,0.0,-0.4324055666003976,0.0,-0.39560439560439553,1
21832,-0.16666666666666666,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.7899543378995434,0.5,0.0,-0.24950298210735586,0.0,0.9999999999999999,0
21833,-0.25,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.4611872146118721,-0.15,0.0,0.06063618290258458,0.0,0.20146520146520136,0
21834,-0.4166666666666667,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,-0.05251141552511415,-0.35000000000000003,0.0,-0.1431411530815109,0.0,-0.19413919413919414,0
21835,-0.4166666666666667,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.1278538812785388,-0.5,0.0,-0.3558648111332008,0.0,-0.6007326007326007,0
21836,-0.16666666666666666,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.04794520547945205,-0.5,0.0,-0.22664015904572565,0.0,-0.6007326007326007,1
21837,1.8333333333333333,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-0.4223744292237443,0.3,0.0,1.0278330019880715,0.0,0.40293040293040283,1
21838,-1.6666666666666667,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-0.3470319634703196,-0.5,0.0,-0.6968190854870775,0.0,-0.6007326007326007,1
